product_key,item_code,item_description,item_type
1934,239140,ST MICHAEL-EPPAN SCHULTHAUSER P/BIANCO - 750ML,WINE
1935,239142,QUINTA DO CRASTO FINEST RES PORTO - 750ML,WINE
1936,23923,FLYING DOG KUJO COFFEE STOUT 1/2K,KEGS
1937,23924,YUENGLING LAGER CANS - 24OZ,BEER
1938,23926,MILLER HIGH LIFE 18PK NR - 12OZ,BEER
1939,23930,LANDY COGNAC VS - 750ML,LIQUOR
1940,23931,AMSTEL LIGHT LOOSE NR - 12OZ,BEER
1941,23932,NATIONAL BOHEMIAN 1/2K,KEGS
1942,23933,SHINER BREWERS TOUR 4/6-NR,BEER
1943,23934,FLYING DOG KUJO COFFEE STOUT 4/6 NR - 12OZ,BEER
1944,23939,COORS LIGHT HIGH GRAPHICS LOOSE NR - 12OZ,BEER
1945,23951,SIERRA NEVADA TORPEDO 2/12 NR - 12OZ,BEER
1946,23957,BALVENIE PORTWOOD 21YR SM  - 750ML,LIQUOR
1947,239636,MEIOMI SPARKLING METHODE CHAMPENOISE - 750ML,WINE
1948,239638,SUPREME CORE GINGER BEARD MAN 6/4 CANS,BEER
1949,239656,PARADIGM CABERNET SAUVIGNON - 750ML,WINE
1950,239664,CLOS AGNES CARNEROS CHARDONNAY - 750ML,WINE
1951,239674,SUPREME CORE NOTHER MOTHER 6/4 CANS,BEER
1952,239676,CAVICCHIOLI 1928 PROSECCO HOLIDAY ED - 750ML,WINE
1953,23968,MILLER LITE BIG 18 PK CANS - 16OZ,BEER
1954,239686,OFC VINTAGE BOURBON 1994 - 750ML,LIQUOR
1955,239698,19 CRIMES SEA RED BLEND - 187ML,WINE
1956,239700,ISAAC BOWMAN PORT BARREL FINISHED BOURBON - 750ML,LIQUOR
1957,239702,MONKEY 47 - 1L,LIQUOR
1958,239704,DR STONERS FRESH HERB TEQUILA - 750ML,LIQUOR
1959,239706,JAMESON BLENDERS DOG WHISKEY - 750ML,LIQUOR
1960,239710,JAMESON DISTILLER'S SAFE WHISKEY - 750ML,LIQUOR
1961,23973,ANGOSTURA RUM - 1919 - 750ML,LIQUOR
1962,239730,ESTANCIA CAB BIB - 3L,WINE
1963,239732,ESTANCIA PINOT NOIR BIB - 3L,WINE
1964,239734,ESTANCIA CHARD BIB - 3L,WINE
1965,239736,ESTANCIA PINOT GRIGIO BIB - 3L,WINE
1966,239738,WHEATLEY VODKA - 750ML,LIQUOR
1967,239744,MOMOKAWA ORGANIC JUNMAI GINJO - 750ML,WINE
1968,239750,CRAFTERS UNION P/GRIGO CAN - 375ML,WINE
1969,239752,CRAFTERS UNION ROSE CAN - 375ML,WINE
1970,239754,ROKU GIN - 750ML,LIQUOR
1971,239762,VANDERPUMP ROSE - 750ML,WINE
1972,239764,GEMMA DI LUNA PROSECCO - 750ML,WINE
1973,239766,EMPORIUM APPASSIMENTO SALENTO - 750ML,WINE
1974,239768,WOODBRIDGE ROSE - 1.5L,WINE
1975,239770,WOODBRIDGE ROSE - 750ML,WINE
1976,239772,WOODBRIDGE ROSE - 187ML,WINE
1977,239784,DREAMING TREE ROSE - 750ML,WINE
1978,239786,R MONDAVI PS RYE BRL RED BLEND - 750ML,WINE
1979,239798,PENFOLDS MAXS SHIRAZ - 750ML,WINE
1980,24007,SEBASTIANI SONOMA P/NOIR - 750ML,WINE
1981,24012,GOOSE ISLAND IPA 1/2K,KEGS
1982,24020,FLYING DOG RAGING BITCH BELGIAN IPA 1/2 KEG,KEGS
1983,24038,LAGUNITAS IPA 1/2K,KEGS
1984,24049,MIKES HARDER MANGO LEMONADE 23.5OZ CAN,BEER
1985,240502,DOM BOUSQUET BRUT ROSE - 750ML,WINE
1986,240513,THE CLOVER BOURBON 4YR - 750ML,LIQUOR
1987,240514,THE CLOVER TENNESSEE WHISKEY 10YR - 750ML,LIQUOR
1988,240520,1000 STORIES GOLD RUSH RED - 750ML,WINE
1989,240521,1000 STORIES PROSPECTORS PROOF CAB - 750ML,WINE
1990,240522,FIVE FARMS IRISH CREAM LIQUEUR - 750ML,LIQUOR
1991,240533,COPPER FOX SINGLE MALT WHISKEY - 750ML,LIQUOR
1992,240600,TENTH WARD DIST CO GENEVER STYLE GIN - 750ML,LIQUOR
1993,240641,BRILL'S BATCH BOURBON WHISKEY- 750ML,LIQUOR
1994,240646,TENTH WARD DIST CO CARAWAY RYE - 750ML,LIQUOR
1995,240647,BRIDGEVIEW SWEET RIESLING 1/6K,WINE
1996,240669,SAGAMORE RYE MC BARREL PICK 1 - 750ML,LIQUOR
1997,240670,TENTH WARD DIST CO ABSINTHE NOUVELLE - 750ML,LIQUOR
1998,240671,UNDERWOOD ROSE SPARKLING CAN - 375ML,WINE
1999,240675,DOWNTON ABBEY SPARK ROSE - 750ML,WINE
2000,240691,FLYING EMBERS HARD KOMBUCHA PINEAPPLE CHILI 1/6 KEG,KEGS
2001,240693,TENTH WARD DIST CO SMOKED CORN WHISKEY - 750ML,LIQUOR
2002,240727,WEHRHEIM SILVANER KABINETT TROKEN - 750 ML,WINE
2003,240732,DURANT & BOOTH CAB/SAUV - 750ML,WINE
2004,24074,ST REMY BRANDY XO - 750ML,LIQUOR
2005,240781,SAGAMORE RYE MC BARREL PICK 2 - 750ML,LIQUOR
2006,24082,SEAGRAM'S VODKA - EXTRA SMOOTH - 750ML,LIQUOR
2007,24090,JAMESON IRISH WHISKEY - 1L,LIQUOR
2008,24120,FROGS LEAP MER - 750ML,WINE
2009,241258,COL EH TAYLOR JR AMARANTH - 750ML,LIQUOR
2010,241260,WELLER FULL PROOF - 750ML,LIQUOR
2011,241266,PARADOSSO MONTEPULCIANO D'ABRUZZO - 750ML,WINE
2012,241280,RYANS IRISH CREAM - 1L,LIQUOR
2013,241284,DOM HUET VOUVRAY LE HAUT LIEU DEMI-SEC - 750ML,WINE
2014,241306,19 CRIMES SAUVIGNON BLOCK - 750ML,WINE
2015,241308,ELMER T LEE 100YR TRIBUTE BOURBON - 750ML,LIQUOR
2016,241316,WOODBRIDGE CABERNET SAUVIGNON GO PACK - 500ML,WINE
2017,241318,WOODBRIDGE CHARDONNAY GO PACK - 500ML,WINE
2018,241320,WOODBRIDGE PINOT GRIGIO GO PACK - 500ML,WINE
2019,241322,WOODBRIDGE RED BLEND GO PACK - 500ML,WINE
2020,241324,R MONDAVI PS BUTTERY CHARD - 750ML,WINE
2021,241340,DOGFISH HEAD ALTERNATE TAKES 2 WSKY FINISHED IN PALO SANTO MARRON BARRELS - 750ML,LIQUOR
2022,241342,1792 FULL PROOF BOURBON - 750ML,LIQUOR
2023,241344,1792 BOTTLED IN BOND BOURBON - 750ML,LIQUOR
2024,241346,MARTELL VSOP RED BARREL - 750ML,LIQUOR
2025,241348,PERRIER JOUET BELLE EPOQUE VAP - 750ML,WINE
2026,241358,FREELANDER CHARD - 750ML,WINE
2027,241360,FREELANDER CAB - 750ML,WINE
2028,241362,FREELANDER P/NOIR - 750ML,WINE
2029,241364,NITIDA S/BLANC - 750ML,WINE
2030,24137,ANDERSON SUMMER CANS 4/6 CAN - 12OZ,BEER
2031,24147,STAGS LEAP PET SYR - 750ML,WINE
2032,24150,OSKAR BLUES MAMAS YELLA PILS 1/2K,KEGS
2033,24155,BURNETT'S VODKA - SOUR APPLE - 750ML,LIQUOR
2034,24159,SAISON DE SILLY ALE 6/4 NR - 11.2OZ,BEER
2035,24177,CRISPIN CIDER HONEY CRISP 12/22 OZ,BEER
2036,24178,CRISPIN CIDER THE SAINT NR - 22OZ,BEER
2037,24180,BRUGAL RUM - ANEJO - 1.75L,LIQUOR
2038,24185,LA TRAPPE TRIPEL NR - 750ML,BEER
2039,24187,LA TRAPPE QUADRUPLE NR - 750ML,BEER
2040,242004,VIRGINIA HIGHLAND WHISKEY BREWERS BATCH - 750ML,LIQUOR
2041,242005,LAMOLE DI LAMOLE GREY LBL CHN RIS  -750ML,WINE
2042,242006,DIATOM BAR-M CHARDONNAY - 750ML,WINE
2043,242007,18 BIELER PERE & FILS SABINE ROSE - 750ML,WINE
2044,242010,STOLICHNAYA GINGER BEER MULE PACK - 750ML,LIQUOR
2045,242012,KENTUCKY OWL CONFISCATED - 750ML,LIQUOR
2046,242018,MADRIA SANGRIA  MOSCATO - 1.5L,WINE
2047,242019,WIDOW JANE APPLEWOOD RYE - 750ML,LIQUOR
2048,242021,MENAGE A TROIS BOURBON BARREL CAB - 750ML,WINE
2049,242024,FREEMARK ABBEY CAB - 750ML,WINE
2050,242030,CONTESSA ANNALISA DRY ROSE 2018 - 750ML,WINE
2051,242034,CAPRICCIO ROSE SANGRIA - 375ML,WINE
2052,242039,MASTERSON'S RYE FRENCH OAK FINISH WHISKEY - 750ML,LIQUOR
2053,242040,CAPRICCIO WATERMELON SANGRIA - 375ML,WINE
2054,242044,WHISTLEPIG FARMSTOCK CROP 2 RYE WHISKEY - 750ML,LIQUOR
2055,242045,DEMAZET CANTE PERDRIX IGP VENTOUX ROSE - 20L KEG,WINE
2056,242048,STOLICHNAYA LIME VODKA - 750ML,LIQUOR
2057,242049,WILD TURKEY MASTER'S KEEP CORNERSTONE - 750ML,LIQUOR
2058,242050,TESTA FAMILY SELECTION PROSECCO - 750ML,WINE
2059,242055,KENTUCKY OWL 10 YR RYE #3 - 750ML,LIQUOR
2060,242062,FRANGELICO LIQUEUR FRENCH PRESS VAP,LIQUOR
2061,242063,PAUL JOHN WHISKEY BOLD - 750ML,LIQUOR
2062,242065,PAUL JOHN WHISKEY CASK CLASSIC - 750ML,LIQUOR
2063,242066,PAUL JOHN WHISKEY EDITED - 750ML,LIQUOR
2064,242067,PAUL JOHN WHISKEY BRILLANCE - 750ML,LIQUOR
2065,242068,PAUL JOHN WHISKEY PEATED- 750ML,LIQUOR
2066,242069,FEDERALIST BOURBON BARREL RED - 750ML,WINE
2067,242072,FEW AMERICAN WHISKEY - 750ML,LIQUOR
2068,242073,FEW FLAMING LIPS RYE WHISKEY - 750ML,LIQUOR
2069,242075,OLD PARR SCOTCH - 750ML,LIQUOR
2070,242076,REDNECK RIVIERA WHISKEY - 750ML,LIQUOR
2071,242077,JOSH CELLARS PROSECCO - 750ML,WINE
2072,242080,LUNARDI PINOT GRIGIO  - 750ML,WINE
2073,242084,MOET & CHANDON ROSE IMPERIAL W/STOPPER -750ML,WINE
2074,242085,WHISTLEPIG SEL BARRELL RYE BATCH #1-119.3 - 750ML,LIQUOR
2075,242089,MOET & CHANDON IMPERIAL - W/STOPPER 750ML,WINE
2076,242090,DIPLOMATICO RES EXLCUSIVA - VAP750ML,LIQUOR
2077,242091,WHISTLEPIG RYE 12YR JOE'S BLEND - 750ML,LIQUOR
2078,242092,PAPA'S PILAR RUM MASSIE #16 - 750ML,LIQUOR
2079,242093,WHISTLEPIG RYE 12YR LISA'S BLEND - 750ML,LIQUOR
2080,242094,TWIN SUNS CHARDONNAY-VIOGIER - 750ML,WINE
2081,242095,TOMATIN DUALCHAS - 750ML,LIQUOR
2082,242096,WHISTLEPIG BOSS HOG ED 6 THE SAMURI SCIENTIST,LIQUOR
2083,242097,WHISTLEPIG 18YR VERMONT OAK RYE - 750ML,LIQUOR
2084,242101,WHISTLEPIG RYE PIGGYBACK 6YR - 750ML,LIQUOR
2085,242103,REGIO CHARDONNAY - 20L KEG,WINE
2086,242104,DANCING COYOTE PETITE SYRAH - 20L KEG,WINE
2087,24234,LAGUNITAS SUMPIN SUMPIN 1/2K,KEGS
2088,24252,CHIVAS REGAL 18YR - 750ML,LIQUOR
2089,24287,H WALKER FRUJA - MANGO - 1L,LIQUOR
2090,24333,WILD HORSE P/NOIR - 750ML,WINE
2091,24362,TROEGS DREAMWEAVER 1/2K,KEGS
2092,24368,THREE OLIVES VODKA - VANILLA - 750ML,LIQUOR
2093,24376,THREE OLIVES VODKA - RASPBERRY - 750ML,LIQUOR
2094,24384,FETZER ANTHONYS HILL P/GRIG - 1.5L,WINE
2095,24392,SAUZA EXTRA GOLD - 750ML,LIQUOR
2096,24394,FLYING FISH GRAND CRU WINTER 1/2K,KEGS
2097,24410,LONG TRAIL DOUBLE BAG DARK AMBER 4/6 NR - 12OZ,BEER
2098,24413,LONG TRAIL AMBER ALE 4/6 NR - 12OZ,BEER
2099,24414,ESPOLON TEQUILA ANEJO - 750ML,LIQUOR
2100,24443,21ST AMENDMENT FIRESIDE CHAT 4/6 NR - 12OZ,BEER
2101,24448,FULL SAIL SESSION LAGER 2/12 NR - 11OZ,BEER
2102,24449,REMY MARTIN 1738 - 750ML,LIQUOR
2103,24453,FULL SAIL AMBER 4/6 NR - 12OZ,BEER
2104,24486,SCHLAFLY KOLSCH 4/6 NR,BEER
2105,24487,SOUTHERN TIER 2X IPA 4/6 NR - 12OZ,BEER
2106,24528,UFO WHITE 4/6 NR - 12OZ,BEER
2107,24531,CRISPIN BROWNS LANE CIDER NR 24/CS - 16.9OZ,BEER
2108,24547,BRECKENRIDGE OATMEAL STOUT 4/6 NR - 12OZ,BEER
2109,24549,BRECKENRIDGE AVALANCHE 4/6 NR - 12OZ,BEER
2110,24552,PALM 4/6 NR - 11.2OZ,BEER
2111,24553,PALM 50L 1/2K,KEGS
2112,24589,SAN GUIDO GUIDALBERTO - 750ML,WINE
2113,24596,EVOLUTION LUCKY 7 PORTER 1/6K,KEGS
2114,24599,FRITZ BRIEM 1809 BERLINER WEISSE NR - 16.9OZ,BEER
2115,24603,ST BERNARDUS TRIPEL 6/4 NR - 11.2OZ,BEER
2116,2461,FINEST CALL LIME JUICE - 1L,NON-ALCOHOL
2117,24611,MORITZ CERVEZAS 4/6 NR - 11OZ,BEER
2118,24635,SEQUOIA GROVE CHARD - 750ML,WINE
2119,24675,ECHIGO RED ALE NR 12/CS - 335ML,BEER
2120,24678,DON Q RUM - GOLD - 1.75L,LIQUOR
2121,24686,RAMEY RR VLY CHARD - 750ML,WINE
2122,24691,EVOLUTION LOT #3 IPA 1/6 KEG,KEGS
2123,24716,EL TESORO TEQUILA - PLATINUM - 750ML,LIQUOR
2124,24733,BALLAST POINT SCULPIN 4/6 NR - 12OZ,BEER
2125,24743,FIRESTONE UNION JACK 50L KEG,KEGS
2126,24802,S SMITH ORGANIC CHOCOLATE STOU NR - 18.7OZ,BEER
2127,24813,MILAGRO TEQUILA - ANEJO - 750ML,LIQUOR
2128,24816,MAINE PEEPER NR - 16OZ,BEER
2129,24825,FLYING FISH REDFISH 4/6 NR - 12OZ,BEER
2130,24854,S SMITH ORGANIC CHOCOLATE STOU 6/4 NR - 12OZ,BEER
2131,24855,J POP CHU HI WHITE PEACH 4/6 NR - 12OZ,BEER
2132,24856,FERNET BRANCA 6/CS - 750ML,LIQUOR
2133,24857,J POP CHU HI GRAPE FRUIT 4/6 NR - 12OZ,BEER
2134,24870,OSKAR BLUES DALES PALE ALE CANS - 19.2OZ,BEER
2135,24871,FULL SAIL SESSION LAGER 4/6 NR - 11OZ,BEER
2136,24911,CRABBIES GINGER BEER 6/4 NR - 11.2OZ,BEER
2137,24941,TROEGS PERPETUAL IPA 4/6 NR,BEER
2138,24942,GOLD STAR DARK LAGER 4/6 NR - 11.2OZ,BEER
2139,24945,GROTH S/BLC - 750ML,WINE
2140,24970,GROTH CHARD - 750ML,WINE
2141,24999,LAGUNITAS LUCKY 13 1/2K,KEGS
2142,25003,HOGUE MER - 750ML,WINE
2143,25040,BREWERS ART RESURRECTION CAN 4/6 NR - 12OZ,BEER
2144,25046,MALIBU RUM - 50ML,LIQUOR
2145,25049,ERDINGER HEFE WEISSE 50L 1/2K,KEGS
2146,25092,ALLAGASH BLACK 6/4 NR - 12OZ,BEER
2147,25096,KRONENBOURG BLANC 4/6 NR - 12OZ,BEER
2148,25135,RUFFINO LUMINA P/GRIG - 750ML,WINE
2149,25151,MICHELE CHIARLO BARB D'ASTI - 750ML,WINE
2150,25156,BRECKENRIDGE VANILLA PORTER 1/2K,KEGS
2151,25187,SOUTHERN TIER 2X STOUT 4/6 NR - 12OZ,BEER
2152,25195,DUVEL 20L 1/6K,KEGS
2153,25203,BOCKOR CUVEE DES JACOBINS 6/4 NR - 12OZ,BEER
2154,25207,TAIWAN BEER 4/6 NR - 330ML,BEER
2155,25222,UINTA HOP NOTCH IPA 4/6NR - 12OZ,BEER
2156,25224,BV NAPA VLY CAB - 750ML,WINE
2157,25240,ZENATO RIPASSA VAL - 750ML,WINE
2158,25263,TROEGS NUGGET NECTAR 1/2 KEG,KEGS
2159,25267,TWO ANGELS PET/SYR - 750ML,WINE
2160,25280,LAGUNITAS PALE ALE 1/2K,KEGS
2161,25302,EVOLUTION LOT # 3 1/2K,KEGS
2162,25331,BLANCHE DE BRUXELLES 6/4 CANS - 16.9OZ,BEER
2163,25348,SAUZA EXTRA GOLD - 1L,LIQUOR
2164,25367,CRABBIES GINGER BEER NR 12/CS - 16.9OZ,BEER
2165,25385,NATIONAL BOHEMIAN 30 PK CAN,BEER
2166,25387,NB COLD BREW COFFEE CRM ALE 4/6 CAN,BEER
2167,25391,NB TRIPPEL BELGIAN STYLE ALE 4/6NR - 12OZ,BEER
2168,25394,NB FAT TIRE 2/12 NR - 12OZ,BEER
2169,25398,FLYING DOG PEARL NCKLCE CHESPKE ST NR,BEER
2170,25399,CELTIC CROSSING LIQUEUR - 750ML,LIQUOR
2171,25405,NB FAT TIRE 4/6 NR - 12OZ,BEER
2172,25407,NB VOODOO RANGER IMPERIAL IPA 4/6 NR,BEER
2173,25411,OLD SPECKLED HEN 6/4 CANS - 14.9OZ,BEER
2174,25419,CORONA FAMILIAR NR - 32OZ,BEER
2175,25424,NB VOODOO RANGER IPA 4/6 NR - 12OZ,BEER
2176,25444,ANGRY ORCHARD CRISP APPLE 1/2K,KEGS
2177,25447,SAM ADAMS KOSMIC SOUR 4/6-NR,BEER
2178,25451,NB PEACH KICK SOUR 4/6 CAN,BEER
2179,25454,ANGRY ORCHARD CRISP APPLE 4/6 NR,BEER
2180,25469,SIERRA NEVADA PALE ALE 2/12 CAN - 12OZ,BEER
2181,25473,BLUE MOON SHARE PACK VARIETY 12PK NR,BEER
2182,25478,SIERRA NEVADA HOPTIMUM  NR - 12OZ,BEER
2183,25488,BURNETT'S VODKA - 1L,LIQUOR
2184,25495,YUENGLING LIGHT LAGER LOOSE CAN - 12OZ,BEER
2185,25496,BURNETT'S WHITE SATIN GIN - 1L,LIQUOR
2186,2550,ABITA PURPLE HAZE 4/6 NR - 12OZ,BEER
2187,25513,BUD LIGHT PLATINUM 4/6 NR - 12OZ,BEER
2188,25523,BUD LIGHT PLATINUM 2/12 NR - 12OZ,BEER
2189,25543,FLYING DOG UNDERDOG GOLD LGR 1/2,KEGS
2190,25544,SHOCK TOP SEASONAL SAMPLER 2/12NR - 12OZ,BEER
2191,25546,FRANZISKANER WEISSBIER 4/6 NR 12OZ,BEER
2192,25550,STOLI VODKA-CITROS - 1L,LIQUOR
2193,25558,FAMOSA NR - 1L,BEER
2194,25563,RITAS LIME-A-RITA 8OZ 12PK CAN,BEER
2195,25564,NB FAT TIRE 1/2K,KEGS
2196,25575,NB FAT TIRE 1/6K,KEGS
2197,25577,STERLING VNT COLL CAB - 750ML,WINE
2198,25579,FLYING DOG NUMERO UNO  1/2K,KEGS
2199,25581,FLYING DOG THE TRUTH 1/2K,KEGS
2200,25585,STERLING VNT COLL CHARD - 750ML,WINE
2201,25587,NB VOODOO RANGER IPA 1/2K,KEGS
2202,25593,R BARBIER MED RED - 1.5L,WINE
2203,25597,SHOCK TOP LEMON SHANDY 4/6NR - 12OZ,BEER
2204,25603,FLYING DOG THE TRUTH 4/6NR - 12OZ,BEER
2205,25607,R BARBIER MED WHITE - 1.5L,WINE
2206,25613,SMIRNOFF SCREWDRIVER 4/6NR - 11.2OZ,BEER
2207,25625,LEFFE BRUNE 4/6NR - 11.2 OZ,BEER
2208,25646,S SMITH PURE ORGANIC LAGER 6/4NR - 12OZ,BEER
2209,25654,UNIBROUE SOMMELIER 4/6NR - 12OZ,BEER
2210,25669,EVOLUTION PRIMAL PALE ALE 1/6K,KEGS
2211,2569,ABITA TURBO DOG 4/6 NR - 12OZ,BEER
2212,25704,STERLING VNT COLL MERLOT - 750ML,WINE
2213,25721,EVOLUTION LOT #3 IPA  4/6NR - 12OZ,BEER
2214,25736,PORT CITY OPTIMAL WIT 4/6 12OZ,BEER
2215,25737,PORT CITY ESSENTIAL PALE ALE 4/6 12OZ,BEER
2216,25738,PORT CITY MONUMENTAL IPA 4/6 12 OZ,BEER
2217,25740,PORT CITY PORTER 4/6 12OZ,BEER
2218,25741,PORT CITY PORTER 1/2 KEG,KEGS
2219,25742,PORT CITY MONUMENTAL IPA 1/2 KEG,KEGS
2220,25743,PORT CITY OPTIMAL WIT 1/2 KEG,KEGS
2221,25745,MAUI BIKINI BLOND 4/6 CANS - 12OZ,BEER
2222,25746,MAUI BIG SWELL IPA 4/6 CANS - 12OZ,BEER
2223,25747,BACARDI RUM - COCO - 1.75L,LIQUOR
2224,2577,ABITA AMBER 4/6 NR - 12OZ,BEER
2225,25785,IPA OZE NO YUKIDOKE BEER NR 24/CS - 11OZ,BEER
2226,25817,FIRESTONE UNION JACK 4/6NR - 12OZ,BEER
2227,25824,ANDERSON WINTER SOLSTICE 4/6 CAN - 12OZ,BEER
2228,25826,ALLAGASH WHITE 1/6K,KEGS
2229,25844,ALOIS LAGEDER PINOT GRIGIO - 750ML,WINE
2230,25846,SCHLENKERLA OAKSMOKE NR 20/CS - 16.9OZ,BEER
2231,25868,SCHLAFLY OATMEAL STOUT 4/6 NR,BEER
2232,25876,PORT CITY DOWNRIGHT PILSNER 1/6 KEG,KEGS
2233,25883,MODELO ESPECIAL 24 LOOSE NR - 12OZ,BEER
2234,25892,GOOSE ISLAND 312 URBAN WHEAT 1/2K,KEGS
2235,25893,OMISSION LAGER 4/6 NR - 11.2OZ,BEER
2236,25896,WEINENSTEPHANER PILSNER 4/6NR - 11.2OZ,BEER
2237,25921,HOFBRAU HEFE WEISS 4/6NR - 11.2OZ,BEER
2238,25922,RITAS STRAW-BER-RITA 8OZ 12PK CAN,BEER
2239,25928,KONA BIG WAVE GOLDEN ALE 4/6NR - 12OZ,BEER
2240,25944,HOFBRAU OKTOBERFEST 4/6 NR,BEER
2241,25950,CABO WABO TEQUILA - ANEJO 6/CS - 750ML,LIQUOR
2242,25955,STIEGL 4/6 NR,BEER
2243,25961,FLYING DOG BLOODLINE 1/2K,KEGS
2244,25962,SAM ADAMS BAVARIAN LAGER NR,BEER
2245,25973,ICEHOUSE EDGE CANS 12/CS - 24OZ,BEER
2246,25980,FLYING DOG SNAKE DOG IPA 2/12 CANS - 12OZ,BEER
2247,25983,OMISSION PALE ALE 4/6 NR - 12OZ,BEER
2248,25987,REDD'S APPLE ALE 4/6NR - 12OZ,BEER
2249,26003,TWISTED TEA HALF & HALF CANS 12/CS - 24OZ,BEER
2250,26019,DOGFISH HEAD 61 MINUTE 1/6K,KEGS
2251,26023,SIERRA NEVADA NARWHAL IMP ST  NR - 12OZ,BEER
2252,26028,FLYING DOG LUCKY SOB 4/6 CAN,BEER
2253,26031,DOMINION DOUBLE D DOUBLE IPA 4/6 NR - 12OZ,BEER
2254,26033,SIERRA NEVADA NARWHAL IMP STOU 1/6K,KEGS
2255,26034,MONKEY BAY S/BLC - 750ML,WINE
2256,26037,GOOSE ISLAND SOFIE 4/6 NR - 12OZ,BEER
2257,26046,BUD LIGHT PLATINUM 15/22 NR,BEER
2258,26057,BUD LIGHT PLATINUM 18PK NR - 12OZ,BEER
2259,26060,BUD LIGHT PLATINUM 2/12 CANS - 12OZ,BEER
2260,26075,HOFBRAU ORIGINAL 4/6NR - 11.2OZ,BEER
2261,26086,BLVD TANK 7 1/6K,KEGS
2262,26087,HOFBRAU DUNKEL 4/6NR - 11.2OZ,BEER
2263,26088,NATIONAL BOHEMIAN 4/6 CANS - 16OZ,BEER
2264,26093,BENZIGER MER - 750ML,WINE
2265,26095,ANGRY ORCHARD CRISP APPLE 2/12 NR - 12OZ,BEER
2266,26105,ANGRY ORCHARD MIX 2/12 NR - 12OZ,BEER
2267,26127,HEAVY SEAS LOOSE CANNON 4/6CANS - 12OZ,BEER
2268,26131,COLUMBIA CREST GR EST CHARD - 750ML,WINE
2269,26145,BUD 18PK 16OZ CAN - 16OZ,BEER
2270,2615,HEAVY SEAS DOUBLE CANNON 4/6NR - 12OZ,BEER
2271,26150,SCHLITZ MALT 2/12 CAN - 12OZ,BEER
2272,26154,DEVILS BACKBONE HAYSEY IPA 4/6NR-12OZ,BEER
2273,26155,BUD LIGHT 18PK 16OZ CAN,BEER
2274,26156,MAGNERS CIDER - 1/2K,KEGS
2275,26165,KONA BIG WAVE GOLDEN BLONDE 1/6K,KEGS
2276,26167,MAGNERS CIDER 4/6NR - 12OZ,BEER
2277,26180,DEVILS BACKBONE DANZIG BLTC PORTER NR (SEAS),BEER
2278,26181,OMISSION IPA 4/6NR - 12OZ,BEER
2279,26182,CLINE CASHMERE - 750ML,WINE
2280,26184,ANGRY ORCHARD GREEN APPLE 4/6NR - 12OZ,BEER
2281,26187,STELLA ARTOIS LOOSE NR - 11.2OZ,BEER
2282,26191,MIKES LITE HARD BLACK CHERRY 4/6 NR - 12OZ,BEER
2283,26194,BUD LIGHT LIME 15/25OZ CAN,BEER
2284,26205,NATURAL ICE CANS 15/CS - 25OZ,BEER
2285,26206,SMITH & FORGE HARD CIDER 6/4 CANS - 16OZ,BEER
2286,26215,DC BRAU PUBLIC ALE 1/2K,KEGS
2287,26216,BUD ICE 15/25OZ CANS,BEER
2288,26227,KIRIN 15/25OZ CANS - 25OZ,BEER
2289,26241,SHOCK TOP BELGIUM WHITE 6/4 CANS - 16OZ,BEER
2290,26242,DEVILS BACKBONE VIENNA LAGER 1/2K,KEGS
2291,26249,RITAS STRAW-BER-RITA 15/25OZ CAN,BEER
2292,26252,DEVILS BACKBONE EIGHT POINT IPA 4/6NR - 12OZ,BEER
2293,26258,UINTA BRISTLECONE BROWN 4/6NR - 12OZ,BEER
2294,26259,STEEL RESERVE BLACKBERRY CANS 12/CS - 24OZ,BEER
2295,26260,RITAS-LIME-A-RITA 15/25OZ CAN,BEER
2296,26262,DEVILS BACKBONE VIENNA LAGER 4/6NR - 12OZ,BEER
2297,26272,BUD LIGHT 15/25OZ CANS,BEER
2298,26282,NB VARIETY PACK 12PK NR,BEER
2299,26283,BUD LIGHT CHELADA CANS 15/CS - 25OZ,BEER
2300,26292,DOGFISH HEAD NAMASTE 1/2K,KEGS
2301,26293,BUD CHELADA CANS 15/CS - 25OZ,BEER
2302,26300,PACIFICO 1/2K,KEGS
2303,26305,BUD 15/25OZ CANS - 25OZ,BEER
2304,26322,DOGFISH HEAD LIQUID TRUTH SERUM 1/2 KEG,KEGS
2305,26323,DOGFISH HEAD NAMASTE 4/6 NR - 12OZ,BEER
2306,26350,LEINENKUGEL SNOW DRIFT VANILLA PRTR 1/2 KG,KEGS
2307,26355,LEFFE BLONDE 30L 1/4K,KEGS
2308,26356,STELLA CIDRE 20 LITER - 1/6K,KEGS
2309,26358,SMIRNOFF PEACH BELLINI 4/6NR - 11.2OZ,BEER
2310,26392,SAISON DUPONT 6/4NR - 11.2OZ,BEER
2311,264,EMPTY 1/4 KEG (30.00),DUNNAGE
2312,2640,MOLSON XXX 4/6 NR - 12OZ,BEER
2313,26419,MAINE ZOE NR 12/CS - 16.9OZ,BEER
2314,26447,UINTA HOP NOTCH IPA 4/6 CANS - 12OZ,BEER
2315,26448,UINTA BABA BLACK 4/6 CANS - 12OZ,BEER
2316,26465,SOUTHERN TIER LIVE 4/6NR - 12OZ,BEER
2317,26467,BALLAST POINT SCULPIN 1/2K,KEGS
2318,26468,FILLABOA ALBARINO RIAS BIAXAS - 750ML,WINE
